term_name	source	p_values	significant	intersection_sizes	regulon
clearance of foreign intracellular nucleic acids	GO:BP	1	FALSE	-1	ZNF148
positive regulation of JNK cascade	GO:BP	0.000403218247142492	TRUE	21	ETV6
positive regulation of JNK cascade	GO:BP	0.00853645753109719	TRUE	18	IRF1
positive regulation of JNK cascade	GO:BP	0.0420217613113417	TRUE	9	IRF2
positive regulation of JNK cascade	GO:BP	0.711279345583555	FALSE	1	IRF4
positive regulation of JNK cascade	GO:BP	0.391912004900749	FALSE	1	NFIL3
positive regulation of JNK cascade	GO:BP	0.278783930480931	FALSE	2	STAT3
positive regulation of JNK cascade	GO:BP	0.0373178548516055	TRUE	9	VEZF1
positive regulation of JNK cascade	GO:BP	0.0544746939453161	FALSE	6	ZNF148
negative regulation of gene expression, epigenetic	GO:BP	0.044730335210239	TRUE	8	ETV6
negative regulation of gene expression, epigenetic	GO:BP	0.000548291676526624	TRUE	25	IRF1
negative regulation of gene expression, epigenetic	GO:BP	0.000410764757879511	TRUE	24	IRF2
negative regulation of gene expression, epigenetic	GO:BP	0.389680811497262	FALSE	5	IRF4
negative regulation of gene expression, epigenetic	GO:BP	0.00624900992453727	TRUE	4	NFIL3
negative regulation of gene expression, epigenetic	GO:BP	0.0321270724727353	TRUE	3	STAT3
negative regulation of gene expression, epigenetic	GO:BP	0.000467782820846114	TRUE	32	VEZF1
negative regulation of gene expression, epigenetic	GO:BP	0.00040343452750332	TRUE	21	ZNF148
B cell homeostasis	GO:BP	0.000404701219626548	TRUE	12	ETV6
B cell homeostasis	GO:BP	0.00202264122647697	TRUE	9	IRF1
B cell homeostasis	GO:BP	0.000845127087406729	TRUE	7	IRF2
B cell homeostasis	GO:BP	0.273190702765603	FALSE	2	IRF4
B cell homeostasis	GO:BP	0.303221158785284	FALSE	1	NFIL3
B cell homeostasis	GO:BP	0.464410955736957	FALSE	1	STAT3
B cell homeostasis	GO:BP	0.00460045146814434	TRUE	6	VEZF1
B cell homeostasis	GO:BP	0.00416337272674019	TRUE	6	ZNF148
negative regulation of post-translational protein modification	GO:BP	0.00096213455133885	TRUE	18	ETV6
negative regulation of post-translational protein modification	GO:BP	0.000404828117206305	TRUE	21	IRF1
negative regulation of post-translational protein modification	GO:BP	0.000907604442078749	TRUE	10	IRF2
negative regulation of post-translational protein modification	GO:BP	0.145797250839969	FALSE	3	IRF4
negative regulation of post-translational protein modification	GO:BP	0.12068950513634	FALSE	3	NFIL3
negative regulation of post-translational protein modification	GO:BP	0.0810827173498629	FALSE	5	STAT3
negative regulation of post-translational protein modification	GO:BP	0.00693340421890877	TRUE	17	VEZF1
negative regulation of post-translational protein modification	GO:BP	0.0440244303204201	TRUE	1	ZNF148
macrophage cytokine production	GO:BP	0.000405036507825939	TRUE	10	ETV6
macrophage cytokine production	GO:BP	0.00666322695216933	TRUE	6	IRF1
macrophage cytokine production	GO:BP	0.0791455599376684	FALSE	4	IRF2
macrophage cytokine production	GO:BP	0.203967328111082	FALSE	1	IRF4
macrophage cytokine production	GO:BP	0.0217076814884401	TRUE	3	NFIL3
macrophage cytokine production	GO:BP	0.0230901950969916	TRUE	4	STAT3
macrophage cytokine production	GO:BP	0.0175384789029921	TRUE	7	VEZF1
macrophage cytokine production	GO:BP	1	FALSE	-1	ZNF148
regulation of macrophage cytokine production	GO:BP	0.000405036507825939	TRUE	10	ETV6
regulation of macrophage cytokine production	GO:BP	0.00666322695216933	TRUE	6	IRF1
regulation of macrophage cytokine production	GO:BP	0.0791455599376684	FALSE	4	IRF2
regulation of macrophage cytokine production	GO:BP	0.203967328111082	FALSE	1	IRF4
regulation of macrophage cytokine production	GO:BP	0.0217076814884401	TRUE	3	NFIL3
regulation of macrophage cytokine production	GO:BP	0.0230901950969916	TRUE	4	STAT3
regulation of macrophage cytokine production	GO:BP	0.0175384789029921	TRUE	7	VEZF1
regulation of macrophage cytokine production	GO:BP	1	FALSE	-1	ZNF148
T cell costimulation	GO:BP	0.000406252650937471	TRUE	15	ETV6
T cell costimulation	GO:BP	0.00425217290364437	TRUE	4	IRF1
T cell costimulation	GO:BP	0.218996080699551	FALSE	1	IRF2
T cell costimulation	GO:BP	0.0125089406930923	TRUE	4	IRF4
T cell costimulation	GO:BP	0.348739714107068	FALSE	1	NFIL3
T cell costimulation	GO:BP	0.140612683598119	FALSE	3	STAT3
T cell costimulation	GO:BP	0.115229007515324	FALSE	4	VEZF1
T cell costimulation	GO:BP	0.170715233920696	FALSE	2	ZNF148
exocyst localization	GO:BP	0.00760844488767326	TRUE	3	ETV6
exocyst localization	GO:BP	0.000414656295465735	TRUE	4	IRF1
exocyst localization	GO:BP	0.0234128713692191	TRUE	1	IRF2
exocyst localization	GO:BP	1	FALSE	-1	IRF4
exocyst localization	GO:BP	1	FALSE	-1	NFIL3
exocyst localization	GO:BP	1	FALSE	-1	STAT3
exocyst localization	GO:BP	0.0812409855723001	FALSE	1	VEZF1
exocyst localization	GO:BP	1	FALSE	-1	ZNF148
positive regulation of type 2 immune response	GO:BP	0.000419612306640627	TRUE	8	ETV6
positive regulation of type 2 immune response	GO:BP	0.0137040854846422	TRUE	1	IRF1
positive regulation of type 2 immune response	GO:BP	0.0128257199905999	TRUE	1	IRF2
positive regulation of type 2 immune response	GO:BP	0.0399006394142586	TRUE	2	IRF4
positive regulation of type 2 immune response	GO:BP	1	FALSE	-1	NFIL3
positive regulation of type 2 immune response	GO:BP	0.170260398175784	FALSE	1	STAT3
positive regulation of type 2 immune response	GO:BP	0.314061643894243	FALSE	1	VEZF1
positive regulation of type 2 immune response	GO:BP	0.213318887861934	FALSE	1	ZNF148
regulation of monocyte chemotactic protein-1 production	GO:BP	0.00041973976568102	TRUE	6	ETV6
regulation of monocyte chemotactic protein-1 production	GO:BP	0.00133837235940995	TRUE	2	IRF1
regulation of monocyte chemotactic protein-1 production	GO:BP	0.0332360646348615	TRUE	1	IRF2
regulation of monocyte chemotactic protein-1 production	GO:BP	0.0363788382153516	TRUE	1	IRF4
regulation of monocyte chemotactic protein-1 production	GO:BP	1	FALSE	-1	NFIL3
regulation of monocyte chemotactic protein-1 production	GO:BP	1	FALSE	-1	STAT3
regulation of monocyte chemotactic protein-1 production	GO:BP	0.309293204781179	FALSE	1	VEZF1
regulation of monocyte chemotactic protein-1 production	GO:BP	0.210968591946409	FALSE	1	ZNF148
monocyte chemotactic protein-1 production	GO:BP	0.00041973976568102	TRUE	6	ETV6
monocyte chemotactic protein-1 production	GO:BP	0.00133837235940995	TRUE	2	IRF1
monocyte chemotactic protein-1 production	GO:BP	0.0332360646348615	TRUE	1	IRF2
monocyte chemotactic protein-1 production	GO:BP	0.0363788382153516	TRUE	1	IRF4
monocyte chemotactic protein-1 production	GO:BP	1	FALSE	-1	NFIL3
monocyte chemotactic protein-1 production	GO:BP	1	FALSE	-1	STAT3
monocyte chemotactic protein-1 production	GO:BP	0.309293204781179	FALSE	1	VEZF1
monocyte chemotactic protein-1 production	GO:BP	0.210968591946409	FALSE	1	ZNF148
positive regulation of mitotic cell cycle phase transition	GO:BP	0.00634452595211453	TRUE	20	ETV6
positive regulation of mitotic cell cycle phase transition	GO:BP	0.0233784121595459	TRUE	10	IRF1
positive regulation of mitotic cell cycle phase transition	GO:BP	0.0289256340136655	TRUE	10	IRF2
positive regulation of mitotic cell cycle phase transition	GO:BP	0.000420463075464581	TRUE	11	IRF4
positive regulation of mitotic cell cycle phase transition	GO:BP	0.469011121855194	FALSE	1	NFIL3
positive regulation of mitotic cell cycle phase transition	GO:BP	0.377661144737516	FALSE	3	STAT3
positive regulation of mitotic cell cycle phase transition	GO:BP	0.0058268574493278	TRUE	13	VEZF1
positive regulation of mitotic cell cycle phase transition	GO:BP	0.0127865704631658	TRUE	7	ZNF148
fat cell differentiation	GO:BP	0.000421006166521211	TRUE	38	ETV6
fat cell differentiation	GO:BP	0.00663076337031335	TRUE	35	IRF1
fat cell differentiation	GO:BP	0.150791744737955	FALSE	8	IRF2
fat cell differentiation	GO:BP	0.381786858018142	FALSE	4	IRF4
fat cell differentiation	GO:BP	0.00508752747202294	TRUE	5	NFIL3
fat cell differentiation	GO:BP	0.0191824215169447	TRUE	12	STAT3
fat cell differentiation	GO:BP	0.00133972836248106	TRUE	23	VEZF1
fat cell differentiation	GO:BP	0.238858346606393	FALSE	10	ZNF148
cellular response to angiotensin	GO:BP	0.0310352007234662	TRUE	9	ETV6
cellular response to angiotensin	GO:BP	0.00425101985129424	TRUE	10	IRF1
cellular response to angiotensin	GO:BP	0.0459720540145586	TRUE	5	IRF2
cellular response to angiotensin	GO:BP	0.425667261750324	FALSE	1	IRF4
cellular response to angiotensin	GO:BP	0.208348007711181	FALSE	1	NFIL3
cellular response to angiotensin	GO:BP	0.262096354433686	FALSE	2	STAT3
cellular response to angiotensin	GO:BP	0.00351409586567474	TRUE	5	VEZF1
cellular response to angiotensin	GO:BP	0.000423381853660704	TRUE	5	ZNF148
regulation of double-strand break repair	GO:BP	0.0561544742618466	FALSE	22	ETV6
regulation of double-strand break repair	GO:BP	0.0220446759778511	TRUE	23	IRF1
regulation of double-strand break repair	GO:BP	0.332600415288888	FALSE	2	IRF2
regulation of double-strand break repair	GO:BP	0.450907519348756	FALSE	3	IRF4
regulation of double-strand break repair	GO:BP	1	FALSE	-1	NFIL3
regulation of double-strand break repair	GO:BP	0.967528449457337	FALSE	1	STAT3
regulation of double-strand break repair	GO:BP	0.000425009514870623	TRUE	26	VEZF1
regulation of double-strand break repair	GO:BP	0.00369155788839707	TRUE	15	ZNF148
response to interleukin-15	GO:BP	0.00229807334430003	TRUE	5	ETV6
response to interleukin-15	GO:BP	0.000430988941184114	TRUE	7	IRF1
response to interleukin-15	GO:BP	0.049372717860915	TRUE	3	IRF2
response to interleukin-15	GO:BP	1	FALSE	-1	IRF4
response to interleukin-15	GO:BP	0.108322826191455	FALSE	1	NFIL3
response to interleukin-15	GO:BP	0.00489360111970124	TRUE	1	STAT3
response to interleukin-15	GO:BP	0.492845463944847	FALSE	1	VEZF1
response to interleukin-15	GO:BP	1	FALSE	-1	ZNF148
progesterone receptor signaling pathway	GO:BP	0.000435687256684134	TRUE	7	ETV6
progesterone receptor signaling pathway	GO:BP	0.176481745973758	FALSE	3	IRF1
progesterone receptor signaling pathway	GO:BP	0.152574697110523	FALSE	2	IRF2
progesterone receptor signaling pathway	GO:BP	1	FALSE	-1	IRF4
progesterone receptor signaling pathway	GO:BP	1	FALSE	-1	NFIL3
progesterone receptor signaling pathway	GO:BP	0.0111355898995691	TRUE	3	STAT3
progesterone receptor signaling pathway	GO:BP	0.0188401728578694	TRUE	4	VEZF1
progesterone receptor signaling pathway	GO:BP	0.0767924818337857	FALSE	2	ZNF148
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.463302376924612	FALSE	2	ETV6
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.096112408637898	FALSE	4	IRF1
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.206733719575941	FALSE	2	IRF2
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.142271241120968	FALSE	3	IRF4
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.103788642011381	FALSE	2	NFIL3
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.0973925356559385	FALSE	1	STAT3
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.00043974979176381	TRUE	12	VEZF1
negative regulation of microtubule polymerization or depolymerization	GO:BP	0.0575482607044327	FALSE	5	ZNF148
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.0124512416951364	TRUE	7	ETV6
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.000440697133490398	TRUE	10	IRF1
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.227279526199471	FALSE	2	IRF2
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	1	FALSE	-1	IRF4
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.193856634614849	FALSE	1	NFIL3
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.251324981774436	FALSE	1	STAT3
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.0424776531443234	TRUE	3	VEZF1
late endosome to vacuole transport via multivesicular body sorting pathway	GO:BP	0.109018302296714	FALSE	3	ZNF148
regulation of regulated secretory pathway	GO:BP	0.000441622512985926	TRUE	24	ETV6
regulation of regulated secretory pathway	GO:BP	0.00286501786448504	TRUE	21	IRF1
regulation of regulated secretory pathway	GO:BP	0.56046572078541	FALSE	2	IRF2
regulation of regulated secretory pathway	GO:BP	1	FALSE	-1	IRF4
regulation of regulated secretory pathway	GO:BP	0.760969628851715	FALSE	1	NFIL3
regulation of regulated secretory pathway	GO:BP	0.0678528839406288	FALSE	7	STAT3
regulation of regulated secretory pathway	GO:BP	0.00200123972726498	TRUE	21	VEZF1
regulation of regulated secretory pathway	GO:BP	0.0513986567522265	FALSE	8	ZNF148
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.0384701553211511	TRUE	8	ETV6
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.124533966674734	FALSE	7	IRF1
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.00103837799539914	TRUE	8	IRF2
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	1	FALSE	-1	IRF4
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.0820411968056016	FALSE	2	NFIL3
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.0761817385815269	FALSE	3	STAT3
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.0012222216220321	TRUE	10	VEZF1
nuclear-transcribed mRNA poly(A) tail shortening	GO:BP	0.00044383624849683	TRUE	8	ZNF148
protein modification by small protein removal	GO:BP	0.022322021073385	TRUE	19	ETV6
protein modification by small protein removal	GO:BP	0.005258678110234	TRUE	24	IRF1
protein modification by small protein removal	GO:BP	0.0155523470700919	TRUE	10	IRF2
protein modification by small protein removal	GO:BP	0.188417020495681	FALSE	5	IRF4
protein modification by small protein removal	GO:BP	0.100008114463789	FALSE	3	NFIL3
protein modification by small protein removal	GO:BP	0.153430211725342	FALSE	5	STAT3
protein modification by small protein removal	GO:BP	0.00210175812510771	TRUE	20	VEZF1
protein modification by small protein removal	GO:BP	0.00044383624849683	TRUE	15	ZNF148
muscle cell proliferation	GO:BP	0.000593700832235379	TRUE	40	ETV6
muscle cell proliferation	GO:BP	0.00690254435476422	TRUE	19	IRF1
muscle cell proliferation	GO:BP	0.0820081167609692	FALSE	9	IRF2
muscle cell proliferation	GO:BP	0.0330814968825235	TRUE	8	IRF4
muscle cell proliferation	GO:BP	0.00127690126586542	TRUE	7	NFIL3
muscle cell proliferation	GO:BP	0.00460926343996415	TRUE	7	STAT3
muscle cell proliferation	GO:BP	0.000445152436299393	TRUE	15	VEZF1
muscle cell proliferation	GO:BP	0.0411550246586641	TRUE	7	ZNF148
dipeptide transmembrane transport	GO:BP	0.0355702847421762	TRUE	3	ETV6
dipeptide transmembrane transport	GO:BP	0.0004470408492838	TRUE	6	IRF1
dipeptide transmembrane transport	GO:BP	1	FALSE	-1	IRF2
dipeptide transmembrane transport	GO:BP	1	FALSE	-1	IRF4
dipeptide transmembrane transport	GO:BP	0.0500754495489302	FALSE	1	NFIL3
dipeptide transmembrane transport	GO:BP	0.157079075894831	FALSE	1	STAT3
dipeptide transmembrane transport	GO:BP	1	FALSE	-1	VEZF1
dipeptide transmembrane transport	GO:BP	1	FALSE	-1	ZNF148
dipeptide transport	GO:BP	0.0355702847421762	TRUE	3	ETV6
dipeptide transport	GO:BP	0.0004470408492838	TRUE	6	IRF1
dipeptide transport	GO:BP	1	FALSE	-1	IRF2
dipeptide transport	GO:BP	1	FALSE	-1	IRF4
dipeptide transport	GO:BP	0.0500754495489302	FALSE	1	NFIL3
dipeptide transport	GO:BP	0.157079075894831	FALSE	1	STAT3
dipeptide transport	GO:BP	1	FALSE	-1	VEZF1
dipeptide transport	GO:BP	1	FALSE	-1	ZNF148
regulation of leukocyte mediated cytotoxicity	GO:BP	0.00286255514344644	TRUE	21	ETV6
regulation of leukocyte mediated cytotoxicity	GO:BP	0.000447965777212467	TRUE	15	IRF1
regulation of leukocyte mediated cytotoxicity	GO:BP	0.0109555259267906	TRUE	8	IRF2
regulation of leukocyte mediated cytotoxicity	GO:BP	0.38804895759253	FALSE	2	IRF4
regulation of leukocyte mediated cytotoxicity	GO:BP	0.670758991176306	FALSE	1	NFIL3
regulation of leukocyte mediated cytotoxicity	GO:BP	0.147306209876872	FALSE	4	STAT3
regulation of leukocyte mediated cytotoxicity	GO:BP	0.643281399748435	FALSE	1	VEZF1
regulation of leukocyte mediated cytotoxicity	GO:BP	0.421162258449492	FALSE	1	ZNF148
meiotic sister chromatid cohesion, centromeric	GO:BP	0.0561991131563208	FALSE	1	ETV6
meiotic sister chromatid cohesion, centromeric	GO:BP	1	FALSE	-1	IRF1
meiotic sister chromatid cohesion, centromeric	GO:BP	0.0449512170290328	TRUE	1	IRF2
meiotic sister chromatid cohesion, centromeric	GO:BP	0.000449831999841789	TRUE	2	IRF4
meiotic sister chromatid cohesion, centromeric	GO:BP	1	FALSE	-1	NFIL3
meiotic sister chromatid cohesion, centromeric	GO:BP	1	FALSE	-1	STAT3
meiotic sister chromatid cohesion, centromeric	GO:BP	1	FALSE	-1	VEZF1
meiotic sister chromatid cohesion, centromeric	GO:BP	1	FALSE	-1	ZNF148
regulation of exocytosis	GO:BP	0.000687147111106294	TRUE	31	ETV6
regulation of exocytosis	GO:BP	0.000454418218627965	TRUE	31	IRF1
regulation of exocytosis	GO:BP	0.670746114026749	FALSE	4	IRF2
regulation of exocytosis	GO:BP	1	FALSE	-1	IRF4
regulation of exocytosis	GO:BP	0.375567186850589	FALSE	3	NFIL3
regulation of exocytosis	GO:BP	0.0753392587697328	FALSE	9	STAT3
regulation of exocytosis	GO:BP	0.00959485557081322	TRUE	15	VEZF1
regulation of exocytosis	GO:BP	0.077899941089787	FALSE	7	ZNF148
positive regulation of macrophage cytokine production	GO:BP	0.000456168218957632	TRUE	8	ETV6
positive regulation of macrophage cytokine production	GO:BP	0.00314189305886533	TRUE	8	IRF1
positive regulation of macrophage cytokine production	GO:BP	0.029452494319812	TRUE	4	IRF2
positive regulation of macrophage cytokine production	GO:BP	1	FALSE	-1	IRF4
positive regulation of macrophage cytokine production	GO:BP	0.0522217397556159	FALSE	2	NFIL3
positive regulation of macrophage cytokine production	GO:BP	0.0359557729848522	TRUE	3	STAT3
positive regulation of macrophage cytokine production	GO:BP	0.029645321067875	TRUE	5	VEZF1
positive regulation of macrophage cytokine production	GO:BP	1	FALSE	-1	ZNF148
chemical homeostasis	GO:BP	0.0401793874684088	TRUE	68	ETV6
chemical homeostasis	GO:BP	0.00178010611318784	TRUE	88	IRF1
chemical homeostasis	GO:BP	0.575958414296887	FALSE	22	IRF2
chemical homeostasis	GO:BP	0.682497767955658	FALSE	19	IRF4
chemical homeostasis	GO:BP	0.0364985719270742	TRUE	15	NFIL3
chemical homeostasis	GO:BP	0.0285708472208736	TRUE	21	STAT3
chemical homeostasis	GO:BP	0.000459867861476519	TRUE	59	VEZF1
chemical homeostasis	GO:BP	0.10658638277195	FALSE	28	ZNF148
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.0528490302098879	FALSE	7	ETV6
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.000460302629129393	TRUE	12	IRF1
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.468204387645608	FALSE	1	IRF2
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	1	FALSE	-1	IRF4
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.0869250497565241	FALSE	2	NFIL3
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.112012121276064	FALSE	2	STAT3
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.0127589072270889	TRUE	5	VEZF1
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:BP	0.162077480069186	FALSE	2	ZNF148
adipose tissue development	GO:BP	0.00046444560151445	TRUE	12	ETV6
adipose tissue development	GO:BP	0.0122804077350319	TRUE	8	IRF1
adipose tissue development	GO:BP	0.339856012842328	FALSE	2	IRF2
adipose tissue development	GO:BP	0.54571536637871	FALSE	1	IRF4
adipose tissue development	GO:BP	0.0979739563417402	FALSE	2	NFIL3
adipose tissue development	GO:BP	0.00647942735181709	TRUE	5	STAT3
adipose tissue development	GO:BP	0.000720332447827035	TRUE	13	VEZF1
adipose tissue development	GO:BP	0.00570605601220823	TRUE	5	ZNF148
regulation of lymphocyte apoptotic process	GO:BP	0.000464724954452839	TRUE	13	ETV6
regulation of lymphocyte apoptotic process	GO:BP	0.000599618373071206	TRUE	14	IRF1
regulation of lymphocyte apoptotic process	GO:BP	0.0012268824997745	TRUE	9	IRF2
regulation of lymphocyte apoptotic process	GO:BP	0.195094843310924	FALSE	1	IRF4
regulation of lymphocyte apoptotic process	GO:BP	0.113557436524859	FALSE	1	NFIL3
regulation of lymphocyte apoptotic process	GO:BP	0.000704730718307573	TRUE	6	STAT3
regulation of lymphocyte apoptotic process	GO:BP	0.0232236357286484	TRUE	4	VEZF1
regulation of lymphocyte apoptotic process	GO:BP	0.107694495114481	FALSE	2	ZNF148
ceramide biosynthetic process	GO:BP	0.0546201100869835	FALSE	8	ETV6
ceramide biosynthetic process	GO:BP	0.0730300196933007	FALSE	11	IRF1
ceramide biosynthetic process	GO:BP	0.525817777056377	FALSE	2	IRF2
ceramide biosynthetic process	GO:BP	0.161130058234068	FALSE	3	IRF4
ceramide biosynthetic process	GO:BP	1	FALSE	-1	NFIL3
ceramide biosynthetic process	GO:BP	0.000466459388501742	TRUE	5	STAT3
ceramide biosynthetic process	GO:BP	0.0954314953691384	FALSE	4	VEZF1
ceramide biosynthetic process	GO:BP	0.420135355179757	FALSE	3	ZNF148
regulation of epithelial cell migration	GO:BP	0.000472865331380552	TRUE	18	ETV6
regulation of epithelial cell migration	GO:BP	0.0106289099964383	TRUE	8	IRF1
regulation of epithelial cell migration	GO:BP	0.015169711764138	TRUE	7	IRF2
regulation of epithelial cell migration	GO:BP	0.131213513073866	FALSE	2	IRF4
regulation of epithelial cell migration	GO:BP	0.0533341462037273	FALSE	3	NFIL3
regulation of epithelial cell migration	GO:BP	0.043631722845532	TRUE	4	STAT3
regulation of epithelial cell migration	GO:BP	0.00792833059758057	TRUE	10	VEZF1
regulation of epithelial cell migration	GO:BP	0.713103529411237	FALSE	2	ZNF148
negative regulation of hemopoiesis	GO:BP	0.000474577034211068	TRUE	24	ETV6
negative regulation of hemopoiesis	GO:BP	0.00278790322655928	TRUE	12	IRF1
negative regulation of hemopoiesis	GO:BP	0.0127222152508941	TRUE	8	IRF2
negative regulation of hemopoiesis	GO:BP	0.813728579956633	FALSE	2	IRF4
negative regulation of hemopoiesis	GO:BP	0.0539289578366664	FALSE	2	NFIL3
negative regulation of hemopoiesis	GO:BP	0.00161983365011586	TRUE	8	STAT3
negative regulation of hemopoiesis	GO:BP	0.0688337917428623	FALSE	13	VEZF1
negative regulation of hemopoiesis	GO:BP	0.027405574297744	TRUE	4	ZNF148
plasma cell differentiation	GO:BP	0.000476722910695755	TRUE	4	ETV6
plasma cell differentiation	GO:BP	0.0558064542971	FALSE	2	IRF1
plasma cell differentiation	GO:BP	0.122209907860187	FALSE	1	IRF2
plasma cell differentiation	GO:BP	1	FALSE	-1	IRF4
plasma cell differentiation	GO:BP	0.0056231125429553	TRUE	2	NFIL3
plasma cell differentiation	GO:BP	0.00135546852173107	TRUE	2	STAT3
plasma cell differentiation	GO:BP	1	FALSE	-1	VEZF1
plasma cell differentiation	GO:BP	1	FALSE	-1	ZNF148
positive regulation of heterotypic cell-cell adhesion	GO:BP	0.000477005635404721	TRUE	5	ETV6
positive regulation of heterotypic cell-cell adhesion	GO:BP	0.280198581371555	FALSE	3	IRF1
positive regulation of heterotypic cell-cell adhesion	GO:BP	1	FALSE	-1	IRF2
positive regulation of heterotypic cell-cell adhesion	GO:BP	0.162809447843426	FALSE	1	IRF4
positive regulation of heterotypic cell-cell adhesion	GO:BP	0.103666999246185	FALSE	1	NFIL3
positive regulation of heterotypic cell-cell adhesion	GO:BP	0.132810678088853	FALSE	1	STAT3
positive regulation of heterotypic cell-cell adhesion	GO:BP	0.222530306874894	FALSE	1	VEZF1
positive regulation of heterotypic cell-cell adhesion	GO:BP	1	FALSE	-1	ZNF148
positive regulation of miRNA metabolic process	GO:BP	0.000477005635404721	TRUE	18	ETV6
positive regulation of miRNA metabolic process	GO:BP	0.0109862275329685	TRUE	14	IRF1
positive regulation of miRNA metabolic process	GO:BP	0.137256189808491	FALSE	4	IRF2
positive regulation of miRNA metabolic process	GO:BP	0.306896374085626	FALSE	2	IRF4
positive regulation of miRNA metabolic process	GO:BP	0.0923766714539477	FALSE	2	NFIL3
positive regulation of miRNA metabolic process	GO:BP	0.0161291367127998	TRUE	1	STAT3
positive regulation of miRNA metabolic process	GO:BP	0.0179663650983345	TRUE	4	VEZF1
positive regulation of miRNA metabolic process	GO:BP	0.168550924122881	FALSE	5	ZNF148
ERAD pathway	GO:BP	0.0178301060719446	TRUE	21	ETV6
ERAD pathway	GO:BP	0.00487731494169744	TRUE	25	IRF1
ERAD pathway	GO:BP	0.0170046853340594	TRUE	9	IRF2
ERAD pathway	GO:BP	0.0582316218622394	FALSE	7	IRF4
ERAD pathway	GO:BP	0.0126728360590194	TRUE	6	NFIL3
ERAD pathway	GO:BP	0.102353615678511	FALSE	1	STAT3
ERAD pathway	GO:BP	0.0267582448679425	TRUE	3	VEZF1
ERAD pathway	GO:BP	0.000477228325966159	TRUE	15	ZNF148
negative regulation of protein localization	GO:BP	0.00150590839305578	TRUE	32	ETV6
negative regulation of protein localization	GO:BP	0.000728165888683506	TRUE	24	IRF1
negative regulation of protein localization	GO:BP	0.00240090626497806	TRUE	19	IRF2
negative regulation of protein localization	GO:BP	0.383195474071776	FALSE	7	IRF4
negative regulation of protein localization	GO:BP	0.17530554542377	FALSE	3	NFIL3
negative regulation of protein localization	GO:BP	0.0120962715786096	TRUE	11	STAT3
negative regulation of protein localization	GO:BP	0.000480538852131351	TRUE	33	VEZF1
negative regulation of protein localization	GO:BP	0.128276216639543	FALSE	4	ZNF148
NK T cell proliferation	GO:BP	0.000480691266356612	TRUE	5	ETV6
NK T cell proliferation	GO:BP	0.00554652444071147	TRUE	4	IRF1
NK T cell proliferation	GO:BP	1	FALSE	-1	IRF2
NK T cell proliferation	GO:BP	1	FALSE	-1	IRF4
NK T cell proliferation	GO:BP	1	FALSE	-1	NFIL3
NK T cell proliferation	GO:BP	0.162696326674014	FALSE	1	STAT3
NK T cell proliferation	GO:BP	0.0737828247769894	FALSE	2	VEZF1
NK T cell proliferation	GO:BP	1	FALSE	-1	ZNF148
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.0305394180540173	TRUE	20	ETV6
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.234424056882249	FALSE	14	IRF1
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.144479898611932	FALSE	8	IRF2
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.237122437197298	FALSE	2	IRF4
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.574731376475992	FALSE	1	NFIL3
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.330364451404378	FALSE	3	STAT3
positive regulation of plasma membrane bounded cell projection assembly	GO:BP	0.000480783887513977	TRUE	17	VEZF1
